    x         y        ÏÊÐÀ      ËÊÐÀ   
  1.516797  4.550960  4.797044  4.796852
  1.517188  4.552834  4.797235  4.797044
  1.517578  4.554708  4.797425  4.797235
  1.517969  4.556582  4.797613  4.797425
  1.518359  4.558456  4.797800  4.797613
  1.518750  4.560330  4.797985  4.797800
  1.519141  4.562204  4.798170  4.797985
  1.519531  4.564078  4.798353  4.798170
  1.519922  4.565953  4.798534  4.798353
  1.520313  4.567827  4.798715  4.798534
  1.520703  4.569702  4.798894  4.798715
  1.521094  4.571576  4.799071  4.798894
  1.521484  4.573451  4.799248  4.799071
  1.521875  4.575326  4.799423  4.799248
  1.522266  4.577200  4.799596  4.799423
  1.522656  4.579075  4.799769  4.799596
  1.523047  4.580950  4.799940  4.799769
  1.523438  4.582825  4.800109  4.799940
  1.523828  4.584700  4.800278  4.800109
  1.524219  4.586575  4.800445  4.800278
  1.524609  4.588450  4.800610  4.800445
  1.525000  4.590326  4.800775  4.800610
  1.525391  4.592201  4.800938  4.800775
  1.525781  4.594076  4.801099  4.800938
  1.526172  4.595952  4.801260  4.801099
  1.526563  4.597827  4.801419  4.801260
  1.526953  4.599703  4.801576  4.801419
  1.527344  4.601578  4.801733  4.801576
  1.527734  4.603454  4.801888  4.801733
  1.528125  4.605330  4.802041  4.801888
  1.528516  4.607206  4.802194  4.802041
  1.528906  4.609082  4.802345  4.802194
  1.529297  4.610957  4.802494  4.802345
  1.529688  4.612833  4.802642  4.802494
  1.530078  4.614709  4.802789  4.802642
  1.530469  4.616586  4.802935  4.802789
  1.530859  4.618462  4.803079  4.802935
  1.531250  4.620338  4.803222  4.803079
  1.531641  4.622214  4.803363  4.803222
  1.532031  4.624090  4.803503  4.803363
  1.532422  4.625967  4.803642  4.803503
  1.532813  4.627843  4.803780  4.803642
  1.533203  4.629720  4.803916  4.803780
  1.533594  4.631596  4.804050  4.803916
  1.533984  4.633473  4.804184  4.804050
  1.534375  4.635349  4.804315  4.804184
  1.534766  4.637226  4.804446  4.804315
  1.535156  4.639103  4.804575  4.804446
  1.535547  4.640980  4.804703  4.804575
  1.535938  4.642857  4.804830  4.804703
  1.536328  4.644733  4.804955  4.804830
  1.536719  4.646610  4.805079  4.804955
  1.537109  4.648487  4.805201  4.805079
  1.537500  4.650364  4.805322  4.805201
  1.537891  4.652241  4.805442  4.805322
  1.538281  4.654119  4.805560  4.805442
  1.538672  4.655996  4.805677  4.805560
  1.539063  4.657873  4.805792  4.805677
  1.539453  4.659750  4.805906  4.805792
  1.539844  4.661628  4.806019  4.805906
  1.540234  4.663505  4.806131  4.806019
  1.540625  4.665382  4.806241  4.806131
  1.541016  4.667260  4.806349  4.806241
  1.541406  4.669137  4.806456  4.806349
  1.541797  4.671015  4.806562  4.806456
  1.542188  4.672892  4.806667  4.806562
  1.542578  4.674770  4.806770  4.806667
  1.542969  4.676648  4.806872  4.806770
  1.543359  4.678525  4.806972  4.806872
  1.543750  4.680403  4.807071  4.806972
  1.544141  4.682281  4.807168  4.807071
  1.544531  4.684158  4.807264  4.807168
  1.544922  4.686036  4.807359  4.807264
  1.545313  4.687914  4.807453  4.807359
  1.545703  4.689792  4.807544  4.807453
  1.546094  4.691670  4.807635  4.807544
  1.546484  4.693548  4.807724  4.807635
  1.546875  4.695426  4.807812  4.807724
  1.547266  4.697304  4.807898  4.807812
  1.547656  4.699182  4.807983  4.807898
  1.548047  4.701060  4.808067  4.807983
  1.548438  4.702938  4.808149  4.808067
  1.548828  4.704817  4.808230  4.808149
  1.549219  4.706695  4.808309  4.808230
  1.549609  4.708573  4.808387  4.808309
  1.550000  4.710451  4.808464  4.808387
  1.550391  4.712330  4.808539  4.808464
  1.550781  4.714208  4.808613  4.808539
  1.551172  4.716086  4.808685  4.808613
  1.551563  4.717965  4.808756  4.808685
  1.551953  4.719843  4.808825  4.808756
  1.552344  4.721722  4.808893  4.808825
  1.552734  4.723600  4.808960  4.808893
  1.553125  4.725479  4.809025  4.808960
  1.553516  4.727357  4.809089  4.809025
  1.553906  4.729236  4.809151  4.809089
  1.554297  4.731114  4.809212  4.809151
  1.554688  4.732993  4.809272  4.809212
  1.555078  4.734872  4.809330  4.809272
  1.555469  4.736750  4.809387  4.809330
  1.555859  4.738629  4.809442  4.809387
  1.556250  4.740508  4.809496  4.809442
  1.556641  4.742386  4.809548  4.809496
  1.557031  4.744265  4.809600  4.809548
  1.557422  4.746144  4.809649  4.809600
  1.557813  4.748022  4.809697  4.809649
  1.558203  4.749901  4.809744  4.809697
  1.558594  4.751780  4.809789  4.809744
  1.558984  4.753659  4.809833  4.809789
  1.559375  4.755538  4.809876  4.809833
  1.559766  4.757417  4.809917  4.809876
  1.560156  4.759295  4.809956  4.809917
  1.560547  4.761174  4.809994  4.809956
  1.560938  4.763053  4.810031  4.809994
  1.561328  4.764932  4.810066  4.810031
  1.561719  4.766811  4.810100  4.810066
  1.562109  4.768690  4.810132  4.810100
  1.562500  4.770569  4.810163  4.810132
  1.562891  4.772448  4.810193  4.810163
  1.563281  4.774327  4.810221  4.810193
  1.563672  4.776206  4.810247  4.810221
  1.564063  4.778085  4.810273  4.810247
  1.564453  4.779964  4.810296  4.810273
  1.564844  4.781843  4.810318  4.810296
  1.565234  4.783722  4.810339  4.810318
  1.565625  4.785601  4.810359  4.810339
  1.566016  4.787480  4.810376  4.810359
  1.566406  4.789359  4.810393  4.810376
  1.566797  4.791238  4.810408  4.810393
  1.567188  4.793117  4.810421  4.810408
  1.567578  4.794996  4.810433  4.810421
  1.567969  4.796875  4.810444  4.810433
  1.568359  4.798755  4.810453  4.810444
  1.568750  4.800634  4.810461  4.810453
  1.569141  4.802513  4.810467  4.810461
  1.569531  4.804392  4.810472  4.810467
  1.569922  4.806271  4.810475  4.810472
  1.570313  4.808150  4.810477  4.810475
  1.570703  4.810029  4.810477  4.810477
  1.571094  4.811908  4.810476  4.810477
  1.571484  4.813787  4.810474  4.810476
  1.571875  4.815666  4.810470  4.810474
  1.572266  4.817545  4.810464  4.810470
  1.572656  4.819424  4.810457  4.810464
  1.573047  4.821304  4.810448  4.810457
  1.573438  4.823183  4.810439  4.810448
  1.573828  4.825062  4.810427  4.810439
  1.574219  4.826941  4.810414  4.810427
  1.574609  4.828820  4.810400  4.810414
  1.575000  4.830699  4.810384  4.810400
  1.575391  4.832578  4.810367  4.810384
  1.575781  4.834457  4.810348  4.810367
  1.576172  4.836336  4.810327  4.810348
  1.576563  4.838215  4.810306  4.810327
  1.576953  4.840094  4.810282  4.810306
  1.577344  4.841973  4.810258  4.810282
  1.577734  4.843852  4.810231  4.810258
  1.578125  4.845731  4.810204  4.810231
  1.578516  4.847610  4.810174  4.810204
  1.578906  4.849489  4.810144  4.810174
  1.579297  4.851368  4.810111  4.810144
  1.579688  4.853247  4.810078  4.810111
  1.580078  4.855126  4.810043  4.810078
  1.580469  4.857005  4.810006  4.810043
  1.580859  4.858884  4.809968  4.810006
  1.581250  4.860763  4.809928  4.809968
  1.581641  4.862642  4.809887  4.809928
  1.582031  4.864520  4.809844  4.809887
  1.582422  4.866399  4.809800  4.809844
  1.582813  4.868278  4.809754  4.809800
  1.583203  4.870157  4.809707  4.809754
  1.583594  4.872036  4.809658  4.809707
  1.583984  4.873914  4.809608  4.809658
  1.584375  4.875793  4.809556  4.809608
  1.584766  4.877672  4.809503  4.809556
  1.585156  4.879551  4.809448  4.809503
  1.585547  4.881429  4.809392  4.809448
  1.585938  4.883308  4.809334  4.809392
  1.586328  4.885187  4.809275  4.809334
  1.586719  4.887065  4.809214  4.809275
  1.587109  4.888944  4.809152  4.809214
  1.587500  4.890822  4.809088  4.809152
  1.587891  4.892701  4.809023  4.809088
  1.588281  4.894580  4.808956  4.809023
  1.588672  4.896458  4.808887  4.808956
  1.589063  4.898337  4.808818  4.808887
  1.589453  4.900215  4.808746  4.808818
  1.589844  4.902093  4.808673  4.808746
  1.590234  4.903972  4.808599  4.808673
  1.590625  4.905850  4.808523  4.808599
  1.591016  4.907728  4.808445  4.808523
  1.591406  4.909607  4.808366  4.808445
  1.591797  4.911485  4.808285  4.808366
  1.592188  4.913363  4.808203  4.808285
  1.592578  4.915241  4.808120  4.808203
  1.592969  4.917120  4.808034  4.808120
  1.593359  4.918998  4.807948  4.808034
  1.593750  4.920876  4.807859  4.807948
  1.594141  4.922754  4.807770  4.807859
  1.594531  4.924632  4.807678  4.807770
  1.594922  4.926510  4.807585  4.807678
  1.595313  4.928388  4.807491  4.807585
  1.595703  4.930266  4.807395  4.807491
  1.596094  4.932144  4.807298  4.807395
  1.596484  4.934022  4.807199  4.807298
  1.596875  4.935899  4.807098  4.807199
  1.597266  4.937777  4.806996  4.807098
  1.597656  4.939655  4.806892  4.806996
  1.598047  4.941533  4.806787  4.806892
  1.598438  4.943410  4.806680  4.806787
  1.598828  4.945288  4.806572  4.806680
  1.599219  4.947165  4.806462  4.806572
  1.599609  4.949043  4.806351  4.806462
  1.600000  4.950920  4.806238  4.806351
  1.600391  4.952798  4.806123  4.806238
  1.600781  4.954675  4.806007  4.806123
  1.601172  4.956553  4.805889  4.806007
  1.601563  4.958430  4.805770  4.805889
  1.601953  4.960307  4.805649  4.805770
  1.602344  4.962184  4.805527  4.805649
  1.602734  4.964062  4.805403  4.805527
  1.603125  4.965939  4.805278  4.805403
  1.603516  4.967816  4.805150  4.805278
  1.603906  4.969693  4.805022  4.805150
  1.604297  4.971570  4.804892  4.805022
  1.604688  4.973447  4.804760  4.804892
  1.605078  4.975323  4.804627  4.804760
  1.605469  4.977200  4.804492  4.804627
  1.605859  4.979077  4.804355  4.804492
  1.606250  4.980954  4.804217  4.804355
  1.606641  4.982830  4.804078  4.804217
  1.607031  4.984707  4.803937  4.804078
  1.607422  4.986584  4.803794  4.803937
  1.607813  4.988460  4.803649  4.803794
  1.608203  4.990336  4.803504  4.803649
  1.608594  4.992213  4.803356  4.803504
  1.608984  4.994089  4.803207  4.803356
  1.609375  4.995965  4.803056  4.803207
  1.609766  4.997842  4.802904  4.803056
  1.610156  4.999718  4.802750  4.802904
  1.610547  5.001594  4.802595  4.802750
  1.610938  5.003470  4.802438  4.802595
  1.611328  5.005346  4.802279  4.802438
  1.611719  5.007222  4.802119  4.802279
  1.612109  5.009097  4.801957  4.802119
  1.612500  5.010973  4.801794  4.801957
  1.612891  5.012849  4.801629  4.801794
  1.613281  5.014725  4.801463  4.801629
  1.613672  5.016600  4.801294  4.801463
  1.614063  5.018476  4.801125  4.801294
  1.614453  5.020351  4.800953  4.801125
  1.614844  5.022226  4.800780  4.800953
  1.615234  5.024102  4.800606  4.800780
  1.615625  5.025977  4.800430  4.800606
  1.616016  5.027852  4.800252  4.800430
  1.616406  5.029727  4.800073  4.800252
  1.616797  5.031602  4.799892  4.800073
  1.617188  5.033477  4.799709  4.799892
  1.617578  5.035352  4.799525  4.799709
  1.617969  5.037227  4.799339  4.799525
  1.618359  5.039102  4.799152  4.799339
  1.618750  5.040976  4.798963  4.799152
  1.619141  5.042851  4.798772  4.798963
  1.619531  5.044725  4.798580  4.798772
  1.619922  5.046600  4.798386  4.798580
  1.620313  5.048474  4.798191  4.798386
  1.620703  5.050349  4.797994  4.798191
  1.621094  5.052223  4.797795  4.797994
  1.621484  5.054097  4.797595  4.797795
  1.621875  5.055971  4.797393  4.797595
  1.622266  5.057845  4.797189  4.797393
  1.622656  5.059719  4.796984  4.797189
  1.623047  5.061593  4.796777  4.796984
  1.623438  5.063466  4.796569  4.796777
  1.623828  5.065340  4.796359  4.796569
  1.624219  5.067214  4.796147  4.796359
  1.624609  5.069087  4.795934  4.796147
  1.625000  5.070961  4.795719  4.795934
  1.625391  5.072834  4.795502  4.795719
  1.625781  5.074707  4.795284  4.795502
  1.626172  5.076580  4.795064  4.795284
  1.626563  5.078453  4.794843  4.795064
  1.626953  5.080326  4.794619  4.794843
  1.627344  5.082199  4.794395  4.794619
  1.627734  5.084072  4.794168  4.794395
  1.628125  5.085945  4.793940  4.794168
  1.628516  5.087817  4.793711  4.793940
  1.628906  5.089690  4.793479  4.793711
  1.629297  5.091562  4.793246  4.793479
  1.629688  5.093435  4.793012  4.793246
  1.630078  5.095307  4.792775  4.793012
  1.630469  5.097179  4.792537  4.792775
  1.630859  5.099051  4.792298  4.792537
  1.631250  5.100923  4.792057  4.792298
  1.631641  5.102795  4.791814  4.792057
  1.632031  5.104667  4.791569  4.791814
  1.632422  5.106539  4.791323  4.791569
  1.632813  5.108410  4.791075  4.791323
  1.633203  5.110282  4.790826  4.791075
  1.633594  5.112153  4.790575  4.790826
  1.633984  5.114025  4.790322  4.790575
  1.634375  5.115896  4.790067  4.790322
  1.634766  5.117767  4.789811  4.790067
  1.635156  5.119638  4.789554  4.789811
  1.635547  5.121509  4.789294  4.789554
  1.635938  5.123380  4.789033  4.789294
  1.636328  5.125250  4.788770  4.789033
  1.636719  5.127121  4.788506  4.788770
  1.637109  5.128992  4.788240  4.788506
  1.637500  5.130862  4.787972  4.788240
  1.637891  5.132732  4.787702  4.787972
  1.638281  5.134602  4.787431  4.787702
  1.638672  5.136472  4.787159  4.787431
  1.639063  5.138342  4.786884  4.787159
  1.639453  5.140212  4.786608  4.786884
  1.639844  5.142082  4.786330  4.786608
  1.640234  5.143952  4.786051  4.786330
  1.640625  5.145821  4.785769  4.786051
  1.641016  5.147691  4.785487  4.785769
  1.641406  5.149560  4.785202  4.785487
  1.641797  5.151429  4.784916  4.785202
  1.642188  5.153298  4.784628  4.784916
  1.642578  5.155167  4.784338  4.784628
  1.642969  5.157036  4.784047  4.784338
  1.643359  5.158905  4.783754  4.784047
  1.643750  5.160774  4.783459  4.783754
  1.644141  5.162642  4.783163  4.783459
  1.644531  5.164511  4.782865  4.783163
  1.644922  5.166379  4.782565  4.782865
  1.645313  5.168247  4.782264  4.782565
  1.645703  5.170115  4.781961  4.782264
  1.646094  5.171983  4.781656  4.781961
  1.646484  5.173851  4.781349  4.781656
  1.646875  5.175719  4.781041  4.781349
  1.647266  5.177586  4.780731  4.781041
  1.647656  5.179454  4.780420  4.780731
  1.648047  5.181321  4.780106  4.780420
  1.648438  5.183188  4.779791  4.780106
  1.648828  5.185056  4.779474  4.779791
  1.649219  5.186923  4.779156  4.779474
  1.649609  5.188789  4.778836  4.779156
  1.650000  5.190656  4.778514  4.778836
  1.650391  5.192523  4.778190  4.778514
  1.650781  5.194389  4.777865  4.778190
  1.651172  5.196256  4.777538  4.777865
  1.651563  5.198122  4.777209  4.777538
  1.651953  5.199988  4.776879  4.777209
  1.652344  5.201854  4.776547  4.776879
  1.652734  5.203720  4.776213  4.776547
  1.653125  5.205585  4.775877  4.776213
  1.653516  5.207451  4.775540  4.775877
  1.653906  5.209316  4.775201  4.775540
  1.654297  5.211182  4.774860  4.775201
  1.654688  5.213047  4.774518  4.774860
  1.655078  5.214912  4.774174  4.774518
  1.655469  5.216777  4.773828  4.774174
  1.655859  5.218642  4.773480  4.773828
  1.656250  5.220506  4.773131  4.773480
  1.656641  5.222371  4.772780  4.773131
  1.657031  5.224235  4.772427  4.772780
  1.657422  5.226099  4.772072  4.772427
  1.657813  5.227963  4.771716  4.772072
  1.658203  5.229827  4.771358  4.771716
  1.658594  5.231691  4.770998  4.771358
  1.658984  5.233555  4.770637  4.770998
  1.659375  5.235418  4.770273  4.770637
  1.659766  5.237282  4.769908  4.770273
  1.660156  5.239145  4.769542  4.769908
  1.660547  5.241008  4.769173  4.769542
  1.660938  5.242871  4.768803  4.769173
  1.661328  5.244734  4.768431  4.768803
  1.661719  5.246597  4.768057  4.768431
  1.662109  5.248459  4.767682  4.768057
  1.662500  5.250321  4.767305  4.767682
  1.662891  5.252184  4.766926  4.767305
  1.663281  5.254046  4.766545  4.766926
  1.663672  5.255908  4.766162  4.766545
  1.664063  5.257770  4.765778  4.766162
  1.664453  5.259631  4.765392  4.765778
  1.664844  5.261493  4.765005  4.765392
  1.665234  5.263354  4.764615  4.765005
  1.665625  5.265215  4.764224  4.764615
  1.666016  5.267076  4.763831  4.764224
  1.666406  5.268937  4.763436  4.763831
  1.666797  5.270798  4.763040  4.763436
  1.667188  5.272658  4.762641  4.763040
  1.667578  5.274519  4.762241  4.762641
  1.667969  5.276379  4.761839  4.762241
  1.668359  5.278239  4.761436  4.761839
  1.668750  5.280099  4.761030  4.761436
  1.669141  5.281959  4.760623  4.761030
  1.669531  5.283818  4.760214  4.760623
  1.669922  5.285678  4.759804  4.760214
  1.670313  5.287537  4.759391  4.759804
  1.670703  5.289396  4.758977  4.759391
  1.671094  5.291255  4.758561  4.758977
  1.671484  5.293114  4.758143  4.758561
  1.671875  5.294973  4.757724  4.758143
  1.672266  5.296831  4.757302  4.757724
  1.672656  5.298690  4.756879  4.757302
  1.673047  5.300548  4.756454  4.756879
  1.673438  5.302406  4.756028  4.756454
  1.673828  5.304264  4.755599  4.756028
  1.674219  5.306121  4.755169  4.755599
  1.674609  5.307979  4.754737  4.755169
  1.675000  5.309836  4.754303  4.754737
  1.675391  5.311693  4.753867  4.754303
  1.675781  5.313550  4.753430  4.753867
  1.676172  5.315407  4.752991  4.753430
  1.676563  5.317264  4.752550  4.752991
  1.676953  5.319120  4.752107  4.752550
  1.677344  5.320976  4.751662  4.752107
  1.677734  5.322832  4.751216  4.751662
  1.678125  5.324688  4.750768  4.751216
  1.678516  5.326544  4.750318  4.750768
  1.678906  5.328400  4.749866  4.750318
  1.679297  5.330255  4.749412  4.749866
  1.679688  5.332110  4.748957  4.749412
  1.680078  5.333965  4.748500  4.748957
  1.680469  5.335820  4.748041  4.748500
  1.680859  5.337675  4.747580  4.748041
  1.681250  5.339530  4.747117  4.747580
  1.681641  5.341384  4.746653  4.747117
  1.682031  5.343238  4.746186  4.746653
  1.682422  5.345092  4.745718  4.746186
  1.682813  5.346946  4.745248  4.745718
  1.683203  5.348799  4.744777  4.745248
  1.683594  5.350653  4.744303  4.744777
  1.683984  5.352506  4.743828  4.744303
  1.684375  5.354359  4.743351  4.743828
  1.684766  5.356212  4.742872  4.743351
  1.685156  5.358065  4.742391  4.742872
  1.685547  5.359917  4.741908  4.742391
  1.685938  5.361770  4.741424  4.741908
  1.686328  5.363622  4.740938  4.741424
  1.686719  5.365474  4.740449  4.740938
  1.687109  5.367325  4.739959  4.740449
  1.687500  5.369177  4.739468  4.739959
  1.687891  5.371028  4.738974  4.739468
  1.688281  5.372879  4.738479  4.738974
  1.688672  5.374730  4.737981  4.738479
  1.689063  5.376581  4.737482  4.737981
  1.689453  5.378432  4.736981  4.737482
  1.689844  5.380282  4.736479  4.736981
  1.690234  5.382132  4.735974  4.736479
  1.690625  5.383982  4.735468  4.735974
  1.691016  5.385832  4.734959  4.735468
  1.691406  5.387682  4.734449  4.734959
  1.691797  5.389531  4.733937  4.734449
  1.692188  5.391380  4.733423  4.733937
  1.692578  5.393229  4.732908  4.733423
  1.692969  5.395078  4.732390  4.732908
  1.693359  5.396927  4.731871  4.732390
  1.693750  5.398775  4.731349  4.731871
  1.694141  5.400623  4.730826  4.731349
  1.694531  5.402471  4.730301  4.730826
  1.694922  5.404319  4.729775  4.730301
  1.695313  5.406166  4.729246  4.729775
  1.695703  5.408014  4.728716  4.729246
  1.696094  5.409861  4.728183  4.728716
  1.696484  5.411708  4.727649  4.728183
  1.696875  5.413555  4.727113  4.727649
  1.697266  5.415401  4.726575  4.727113
  1.697656  5.417248  4.726035  4.726575
  1.698047  5.419094  4.725494  4.726035
  1.698438  5.420940  4.724950  4.725494
  1.698828  5.422785  4.724405  4.724950
  1.699219  5.424631  4.723857  4.724405
  1.699609  5.426476  4.723308  4.723857
  1.700000  5.428321  4.722757  4.723308
  1.700391  5.430166  4.722204  4.722757
  1.700781  5.432010  4.721650  4.722204
  1.701172  5.433855  4.721093  4.721650
  1.701563  5.435699  4.720534  4.721093
  1.701953  5.437543  4.719974  4.720534
  1.702344  5.439387  4.719412  4.719974
  1.702734  5.441230  4.718848  4.719412
  1.703125  5.443074  4.718282  4.718848
  1.703516  5.444917  4.717714  4.718282
  1.703906  5.446759  4.717144  4.717714
  1.704297  5.448602  4.716572  4.717144
  1.704688  5.450445  4.715999  4.716572
  1.705078  5.452287  4.715423  4.715999
  1.705469  5.454129  4.714846  4.715423
  1.705859  5.455970  4.714267  4.714846
  1.706250  5.457812  4.713686  4.714267
  1.706641  5.459653  4.713103  4.713686
  1.707031  5.461494  4.712518  4.713103
  1.707422  5.463335  4.711931  4.712518
  1.707813  5.465176  4.711342  4.711931
  1.708203  5.467016  4.710752  4.711342
  1.708594  5.468856  4.710159  4.710752
  1.708984  5.470696  4.709565  4.710159
  1.709375  5.472536  4.708968  4.709565
  1.709766  5.474375  4.708370  4.708968
  1.710156  5.476214  4.707770  4.708370
  1.710547  5.478053  4.707168  4.707770
  1.710938  5.479892  4.706564  4.707168
  1.711328  5.481731  4.705958  4.706564
  1.711719  5.483569  4.705350  4.705958
  1.712109  5.485407  4.704741  4.705350
  1.712500  5.487245  4.704129  4.704741
  1.712891  5.489082  4.703516  4.704129
  1.713281  5.490920  4.702900  4.703516
  1.713672  5.492757  4.702283  4.702900
  1.714063  5.494593  4.701664  4.702283
  1.714453  5.496430  4.701043  4.701664
  1.714844  5.498266  4.700420  4.701043
  1.715234  5.500102  4.699795  4.700420
  1.715625  5.501938  4.699168  4.699795
  1.716016  5.503774  4.698539  4.699168
  1.716406  5.505609  4.697908  4.698539
  1.716797  5.507444  4.697275  4.697908
  1.717188  5.509279  4.696641  4.697275
  1.717578  5.511114  4.696004  4.696641
  1.717969  5.512948  4.695366  4.696004
  1.718359  5.514782  4.694725  4.695366
  1.718750  5.516616  4.694083  4.694725
  1.719141  5.518450  4.693439  4.694083
  1.719531  5.520283  4.692792  4.693439
  1.719922  5.522116  4.692144  4.692792
  1.720313  5.523949  4.691494  4.692144
  1.720703  5.525782  4.690842  4.691494
  1.721094  5.527614  4.690188  4.690842
  1.721484  5.529446  4.689532  4.690188
  1.721875  5.531278  4.688874  4.689532
  1.722266  5.533110  4.688215  4.688874
  1.722656  5.534941  4.687553  4.688215
  1.723047  5.536772  4.686889  4.687553
  1.723438  5.538603  4.686223  4.686889
  1.723828  5.540434  4.685556  4.686223
  1.724219  5.542264  4.684886  4.685556
  1.724609  5.544094  4.684215  4.684886
  1.725000  5.545924  4.683541  4.684215
  1.725391  5.547753  4.682866  4.683541
  1.725781  5.549582  4.682188  4.682866
  1.726172  5.551411  4.681509  4.682188
  1.726563  5.553240  4.680828  4.681509
  1.726953  5.555069  4.680144  4.680828
  1.727344  5.556897  4.679459  4.680144
  1.727734  5.558725  4.678772  4.679459
  1.728125  5.560552  4.678083  4.678772
  1.728516  5.562380  4.677392  4.678083
  1.728906  5.564207  4.676699  4.677392
  1.729297  5.566034  4.676004  4.676699
  1.729688  5.567860  4.675307  4.676004
  1.730078  5.569687  4.674608  4.675307
  1.730469  5.571513  4.673907  4.674608
  1.730859  5.573338  4.673204  4.673907
  1.731250  5.575164  4.672499  4.673204
  1.731641  5.576989  4.671792  4.672499
  1.732031  5.578814  4.671083  4.671792
  1.732422  5.580639  4.670372  4.671083
  1.732813  5.582463  4.669659  4.670372
  1.733203  5.584287  4.668944  4.669659
  1.733594  5.586111  4.668228  4.668944
  1.733984  5.587934  4.667509  4.668228
  1.734375  5.589758  4.666788  4.667509
  1.734766  5.591581  4.666065  4.666788
  1.735156  5.593403  4.665340  4.666065
  1.735547  5.595226  4.664614  4.665340
  1.735938  5.597048  4.663885  4.664614
  1.736328  5.598870  4.663154  4.663885
  1.736719  5.600691  4.662421  4.663154
  1.737109  5.602512  4.661687  4.662421
  1.737500  5.604333  4.660950  4.661687
  1.737891  5.606154  4.660211  4.660950
  1.738281  5.607974  4.659470  4.660211
  1.738672  5.609794  4.658728  4.659470
  1.739063  5.611614  4.657983  4.658728
  1.739453  5.613434  4.657236  4.657983
  1.739844  5.615253  4.656488  4.657236
  1.740234  5.617072  4.655737  4.656488
  1.740625  5.618891  4.654984  4.655737
  1.741016  5.620709  4.654229  4.654984
  1.741406  5.622527  4.653472  4.654229
  1.741797  5.624345  4.652714  4.653472
  1.742188  5.626162  4.651953  4.652714
  1.742578  5.627979  4.651190  4.651953
  1.742969  5.629796  4.650425  4.651190
  1.743359  5.631613  4.649658  4.650425
  1.743750  5.633429  4.648890  4.649658
  1.744141  5.635245  4.648119  4.648890
  1.744531  5.637061  4.647346  4.648119
  1.744922  5.638876  4.646571  4.647346
  1.745313  5.640691  4.645794  4.646571
  1.745703  5.642506  4.645015  4.645794
  1.746094  5.644320  4.644234  4.645015
  1.746484  5.646135  4.643451  4.644234
  1.746875  5.647948  4.642666  4.643451
  1.747266  5.649762  4.641879  4.642666
  1.747656  5.651575  4.641089  4.641879
  1.748047  5.653388  4.640298  4.641089
  1.748438  5.655201  4.639505  4.640298
  1.748828  5.657013  4.638710  4.639505
  1.749219  5.658825  4.637913  4.638710
  1.749609  5.660637  4.637113  4.637913
  1.750000  5.662448  4.636312  4.637113
  1.750391  5.664259  4.635509  4.636312
  1.750781  5.666070  4.634703  4.635509
  1.751172  5.667880  4.633896  4.634703
  1.751563  5.669691  4.633086  4.633896
  1.751953  5.671500  4.632274  4.633086
  1.752344  5.673310  4.631461  4.632274
  1.752734  5.675119  4.630645  4.631461
  1.753125  5.676928  4.629827  4.630645
  1.753516  5.678736  4.629008  4.629827
  1.753906  5.680545  4.628186  4.629008
  1.754297  5.682352  4.627362  4.628186
  1.754688  5.684160  4.626536  4.627362
  1.755078  5.685967  4.625708  4.626536
  1.755469  5.687774  4.624878  4.625708
  1.755859  5.689581  4.624046  4.624878
  1.756250  5.691387  4.623212  4.624046
  1.756641  5.693193  4.622375  4.623212
  1.757031  5.694999  4.621537  4.622375
  1.757422  5.696804  4.620697  4.621537
  1.757813  5.698609  4.619854  4.620697
  1.758203  5.700413  4.619010  4.619854
  1.758594  5.702218  4.618163  4.619010
  1.758984  5.704022  4.617314  4.618163
  1.759375  5.705825  4.616464  4.617314
  1.759766  5.707629  4.615611  4.616464
  1.760156  5.709432  4.614756  4.615611
  1.760547  5.711234  4.613899  4.614756
  1.760938  5.713037  4.613040  4.613899
  1.761328  5.714839  4.612179  4.613040
  1.761719  5.716640  4.611316  4.612179
  1.762109  5.718441  4.610450  4.611316
  1.762500  5.720242  4.609583  4.610450
  1.762891  5.722043  4.608714  4.609583
  1.763281  5.723843  4.607842  4.608714
  1.763672  5.725643  4.606968  4.607842
  1.764063  5.727443  4.606093  4.606968
  1.764453  5.729242  4.605215  4.606093
  1.764844  5.731041  4.604335  4.605215
  1.765234  5.732840  4.603453  4.604335
  1.765625  5.734638  4.602569  4.603453
  1.766016  5.736436  4.601683  4.602569
  1.766406  5.738233  4.600795  4.601683
  1.766797  5.740030  4.599904  4.600795
  1.767188  5.741827  4.599012  4.599904
  1.767578  5.743624  4.598117  4.599012
  1.767969  5.745420  4.597220  4.598117
  1.768359  5.747216  4.596322  4.597220
  1.768750  5.749011  4.595421  4.596322
  1.769141  5.750806  4.594518  4.595421
  1.769531  5.752601  4.593613  4.594518
  1.769922  5.754395  4.592705  4.593613
  1.770313  5.756189  4.591796  4.592705
  1.770703  5.757983  4.590885  4.591796
  1.771094  5.759776  4.589971  4.590885
  1.771484  5.761569  4.589055  4.589971
  1.771875  5.763362  4.588138  4.589055
  1.772266  5.765154  4.587218  4.588138
  1.772656  5.766946  4.586296  4.587218
  1.773047  5.768738  4.585372  4.586296
  1.773438  5.770529  4.584445  4.585372
  1.773828  5.772319  4.583517  4.584445
  1.774219  5.774110  4.582586  4.583517
  1.774609  5.775900  4.581654  4.582586
  1.775000  5.777690  4.580719  4.581654
  1.775391  5.779479  4.579782  4.580719
  1.775781  5.781268  4.578843  4.579782
  1.776172  5.783057  4.577902  4.578843
