    x         y        ÏÊÐÀ      ËÊÐÀ   
  1.257031  3.343364  4.428655  4.427808
  1.257422  3.345094  4.429502  4.428655
  1.257813  3.346824  4.430349  4.429502
  1.258203  3.348555  4.431194  4.430349
  1.258594  3.350286  4.432039  4.431194
  1.258984  3.352017  4.432883  4.432039
  1.259375  3.353749  4.433726  4.432883
  1.259766  3.355480  4.434569  4.433726
  1.260156  3.357213  4.435411  4.434569
  1.260547  3.358945  4.436252  4.435411
  1.260938  3.360678  4.437093  4.436252
  1.261328  3.362411  4.437933  4.437093
  1.261719  3.364145  4.438772  4.437933
  1.262109  3.365879  4.439611  4.438772
  1.262500  3.367613  4.440448  4.439611
  1.262891  3.369348  4.441286  4.440448
  1.263281  3.371083  4.442122  4.441286
  1.263672  3.372818  4.442958  4.442122
  1.264063  3.374553  4.443793  4.442958
  1.264453  3.376289  4.444627  4.443793
  1.264844  3.378025  4.445461  4.444627
  1.265234  3.379762  4.446294  4.445461
  1.265625  3.381499  4.447126  4.446294
  1.266016  3.383236  4.447957  4.447126
  1.266406  3.384973  4.448788  4.447957
  1.266797  3.386711  4.449618  4.448788
  1.267188  3.388449  4.450447  4.449618
  1.267578  3.390188  4.451276  4.450447
  1.267969  3.391926  4.452104  4.451276
  1.268359  3.393666  4.452931  4.452104
  1.268750  3.395405  4.453758  4.452931
  1.269141  3.397145  4.454584  4.453758
  1.269531  3.398885  4.455409  4.454584
  1.269922  3.400625  4.456233  4.455409
  1.270313  3.402366  4.457057  4.456233
  1.270703  3.404107  4.457880  4.457057
  1.271094  3.405848  4.458702  4.457880
  1.271484  3.407590  4.459523  4.458702
  1.271875  3.409332  4.460344  4.459523
  1.272266  3.411074  4.461164  4.460344
  1.272656  3.412817  4.461984  4.461164
  1.273047  3.414560  4.462802  4.461984
  1.273438  3.416303  4.463620  4.462802
  1.273828  3.418047  4.464437  4.463620
  1.274219  3.419791  4.465254  4.464437
  1.274609  3.421535  4.466069  4.465254
  1.275000  3.423280  4.466884  4.466069
  1.275391  3.425024  4.467699  4.466884
  1.275781  3.426770  4.468512  4.467699
  1.276172  3.428515  4.469325  4.468512
  1.276563  3.430261  4.470137  4.469325
  1.276953  3.432007  4.470948  4.470137
  1.277344  3.433754  4.471759  4.470948
  1.277734  3.435500  4.472569  4.471759
  1.278125  3.437247  4.473378  4.472569
  1.278516  3.438995  4.474187  4.473378
  1.278906  3.440743  4.474994  4.474187
  1.279297  3.442491  4.475801  4.474994
  1.279688  3.444239  4.476607  4.475801
  1.280078  3.445988  4.477413  4.476607
  1.280469  3.447737  4.478218  4.477413
  1.280859  3.449486  4.479022  4.478218
  1.281250  3.451236  4.479825  4.479022
  1.281641  3.452986  4.480628  4.479825
  1.282031  3.454736  4.481429  4.480628
  1.282422  3.456486  4.482230  4.481429
  1.282813  3.458237  4.483031  4.482230
  1.283203  3.459988  4.483830  4.483031
  1.283594  3.461740  4.484629  4.483830
  1.283984  3.463492  4.485427  4.484629
  1.284375  3.465244  4.486224  4.485427
  1.284766  3.466996  4.487021  4.486224
  1.285156  3.468749  4.487817  4.487021
  1.285547  3.470502  4.488612  4.487817
  1.285938  3.472255  4.489406  4.488612
  1.286328  3.474009  4.490200  4.489406
  1.286719  3.475763  4.490993  4.490200
  1.287109  3.477517  4.491785  4.490993
  1.287500  3.479272  4.492576  4.491785
  1.287891  3.481027  4.493367  4.492576
  1.288281  3.482782  4.494157  4.493367
  1.288672  3.484538  4.494946  4.494157
  1.289063  3.486293  4.495734  4.494946
  1.289453  3.488050  4.496522  4.495734
  1.289844  3.489806  4.497308  4.496522
  1.290234  3.491563  4.498094  4.497308
  1.290625  3.493320  4.498880  4.498094
  1.291016  3.495077  4.499664  4.498880
  1.291406  3.496835  4.500448  4.499664
  1.291797  3.498593  4.501231  4.500448
  1.292188  3.500351  4.502013  4.501231
  1.292578  3.502110  4.502795  4.502013
  1.292969  3.503869  4.503575  4.502795
  1.293359  3.505628  4.504355  4.503575
  1.293750  3.507387  4.505135  4.504355
  1.294141  3.509147  4.505913  4.505135
  1.294531  3.510907  4.506691  4.505913
  1.294922  3.512668  4.507467  4.506691
  1.295313  3.514429  4.508244  4.507467
  1.295703  3.516190  4.509019  4.508244
  1.296094  3.517951  4.509794  4.509019
  1.296484  3.519713  4.510567  4.509794
  1.296875  3.521474  4.511340  4.510567
  1.297266  3.523237  4.512113  4.511340
  1.297656  3.524999  4.512884  4.512113
  1.298047  3.526762  4.513655  4.512884
  1.298438  3.528525  4.514425  4.513655
  1.298828  3.530289  4.515194  4.514425
  1.299219  3.532052  4.515962  4.515194
  1.299609  3.533816  4.516730  4.515962
  1.300000  3.535581  4.517497  4.516730
  1.300391  3.537345  4.518263  4.517497
  1.300781  3.539110  4.519028  4.518263
  1.301172  3.540876  4.519792  4.519028
  1.301563  3.542641  4.520556  4.519792
  1.301953  3.544407  4.521319  4.520556
  1.302344  3.546173  4.522081  4.521319
  1.302734  3.547940  4.522843  4.522081
  1.303125  3.549706  4.523603  4.522843
  1.303516  3.551473  4.524363  4.523603
  1.303906  3.553241  4.525122  4.524363
  1.304297  3.555008  4.525880  4.525122
  1.304688  3.556776  4.526637  4.525880
  1.305078  3.558545  4.527394  4.526637
  1.305469  3.560313  4.528150  4.527394
  1.305859  3.562082  4.528905  4.528150
  1.306250  3.563851  4.529659  4.528905
  1.306641  3.565620  4.530413  4.529659
  1.307031  3.567390  4.531165  4.530413
  1.307422  3.569160  4.531917  4.531165
  1.307813  3.570930  4.532668  4.531917
  1.308203  3.572701  4.533418  4.532668
  1.308594  3.574472  4.534168  4.533418
  1.308984  3.576243  4.534917  4.534168
  1.309375  3.578014  4.535665  4.534917
  1.309766  3.579786  4.536412  4.535665
  1.310156  3.581558  4.537158  4.536412
  1.310547  3.583330  4.537903  4.537158
  1.310938  3.585103  4.538648  4.537903
  1.311328  3.586876  4.539392  4.538648
  1.311719  3.588649  4.540135  4.539392
  1.312109  3.590423  4.540877  4.540135
  1.312500  3.592196  4.541619  4.540877
  1.312891  3.593971  4.542359  4.541619
  1.313281  3.595745  4.543099  4.542359
  1.313672  3.597520  4.543838  4.543099
  1.314063  3.599294  4.544576  4.543838
  1.314453  3.601070  4.545314  4.544576
  1.314844  3.602845  4.546050  4.545314
  1.315234  3.604621  4.546786  4.546050
  1.315625  3.606397  4.547521  4.546786
  1.316016  3.608173  4.548255  4.547521
  1.316406  3.609950  4.548989  4.548255
  1.316797  3.611727  4.549721  4.548989
  1.317188  3.613504  4.550453  4.549721
  1.317578  3.615282  4.551184  4.550453
  1.317969  3.617060  4.551914  4.551184
  1.318359  3.618838  4.552643  4.551914
  1.318750  3.620616  4.553371  4.552643
  1.319141  3.622395  4.554099  4.553371
  1.319531  3.624174  4.554826  4.554099
  1.319922  3.625953  4.555552  4.554826
  1.320313  3.627732  4.556277  4.555552
  1.320703  3.629512  4.557001  4.556277
  1.321094  3.631292  4.557725  4.557001
  1.321484  3.633073  4.558447  4.557725
  1.321875  3.634853  4.559169  4.558447
  1.322266  3.636634  4.559890  4.559169
  1.322656  3.638415  4.560610  4.559890
  1.323047  3.640197  4.561330  4.560610
  1.323438  3.641979  4.562048  4.561330
  1.323828  3.643761  4.562766  4.562048
  1.324219  3.645543  4.563483  4.562766
  1.324609  3.647326  4.564199  4.563483
  1.325000  3.649109  4.564914  4.564199
  1.325391  3.650892  4.565628  4.564914
  1.325781  3.652675  4.566342  4.565628
  1.326172  3.654459  4.567055  4.566342
  1.326563  3.656243  4.567767  4.567055
  1.326953  3.658027  4.568478  4.567767
  1.327344  3.659812  4.569188  4.568478
  1.327734  3.661597  4.569897  4.569188
  1.328125  3.663382  4.570606  4.569897
  1.328516  3.665167  4.571313  4.570606
  1.328906  3.666953  4.572020  4.571313
  1.329297  3.668739  4.572726  4.572020
  1.329688  3.670525  4.573431  4.572726
  1.330078  3.672311  4.574135  4.573431
  1.330469  3.674098  4.574839  4.574135
  1.330859  3.675885  4.575541  4.574839
  1.331250  3.677673  4.576243  4.575541
  1.331641  3.679460  4.576944  4.576243
  1.332031  3.681248  4.577644  4.576944
  1.332422  3.683036  4.578343  4.577644
  1.332813  3.684825  4.579042  4.578343
  1.333203  3.686613  4.579739  4.579042
  1.333594  3.688402  4.580436  4.579739
  1.333984  3.690192  4.581131  4.580436
  1.334375  3.691981  4.581826  4.581131
  1.334766  3.693771  4.582520  4.581826
  1.335156  3.695561  4.583214  4.582520
  1.335547  3.697351  4.583906  4.583214
  1.335938  3.699142  4.584597  4.583906
  1.336328  3.700933  4.585288  4.584597
  1.336719  3.702724  4.585978  4.585288
  1.337109  3.704515  4.586667  4.585978
  1.337500  3.706307  4.587355  4.586667
  1.337891  3.708099  4.588042  4.587355
  1.338281  3.709891  4.588728  4.588042
  1.338672  3.711683  4.589414  4.588728
  1.339063  3.713476  4.590098  4.589414
  1.339453  3.715269  4.590782  4.590098
  1.339844  3.717062  4.591465  4.590782
  1.340234  3.718856  4.592147  4.591465
  1.340625  3.720650  4.592828  4.592147
  1.341016  3.722444  4.593508  4.592828
  1.341406  3.724238  4.594188  4.593508
  1.341797  3.726033  4.594866  4.594188
  1.342188  3.727828  4.595544  4.594866
  1.342578  3.729623  4.596221  4.595544
  1.342969  3.731418  4.596897  4.596221
  1.343359  3.733214  4.597572  4.596897
  1.343750  3.735010  4.598246  4.597572
  1.344141  3.736806  4.598919  4.598246
  1.344531  3.738602  4.599591  4.598919
  1.344922  3.740399  4.600263  4.599591
  1.345313  3.742196  4.600933  4.600263
  1.345703  3.743993  4.601603  4.600933
  1.346094  3.745791  4.602272  4.601603
  1.346484  3.747589  4.602940  4.602272
  1.346875  3.749387  4.603607  4.602940
  1.347266  3.751185  4.604273  4.603607
  1.347656  3.752983  4.604939  4.604273
  1.348047  3.754782  4.605603  4.604939
  1.348438  3.756581  4.606267  4.605603
  1.348828  3.758381  4.606929  4.606267
  1.349219  3.760180  4.607591  4.606929
  1.349609  3.761980  4.608252  4.607591
  1.350000  3.763780  4.608912  4.608252
  1.350391  3.765581  4.609571  4.608912
  1.350781  3.767381  4.610229  4.609571
  1.351172  3.769182  4.610887  4.610229
  1.351563  3.770983  4.611543  4.610887
  1.351953  3.772785  4.612199  4.611543
  1.352344  3.774586  4.612853  4.612199
  1.352734  3.776388  4.613507  4.612853
  1.353125  3.778190  4.614160  4.613507
  1.353516  3.779993  4.614812  4.614160
  1.353906  3.781795  4.615463  4.614812
  1.354297  3.783598  4.616113  4.615463
  1.354688  3.785401  4.616762  4.616113
  1.355078  3.787205  4.617411  4.616762
  1.355469  3.789008  4.618058  4.617411
  1.355859  3.790812  4.618705  4.618058
  1.356250  3.792617  4.619350  4.618705
  1.356641  3.794421  4.619995  4.619350
  1.357031  3.796226  4.620639  4.619995
  1.357422  3.798031  4.621282  4.620639
  1.357813  3.799836  4.621924  4.621282
  1.358203  3.801641  4.622565  4.621924
  1.358594  3.803447  4.623205  4.622565
  1.358984  3.805253  4.623844  4.623205
  1.359375  3.807059  4.624483  4.623844
  1.359766  3.808866  4.625120  4.624483
  1.360156  3.810672  4.625757  4.625120
  1.360547  3.812479  4.626392  4.625757
  1.360938  3.814286  4.627027  4.626392
  1.361328  3.816094  4.627661  4.627027
  1.361719  3.817901  4.628294  4.627661
  1.362109  3.819709  4.628926  4.628294
  1.362500  3.821518  4.629557  4.628926
  1.362891  3.823326  4.630187  4.629557
  1.363281  3.825135  4.630816  4.630187
  1.363672  3.826944  4.631444  4.630816
  1.364063  3.828753  4.632072  4.631444
  1.364453  3.830562  4.632698  4.632072
  1.364844  3.832372  4.633323  4.632698
  1.365234  3.834182  4.633948  4.633323
  1.365625  3.835992  4.634572  4.633948
  1.366016  3.837802  4.635194  4.634572
  1.366406  3.839613  4.635816  4.635194
  1.366797  3.841424  4.636437  4.635816
  1.367188  3.843235  4.637057  4.636437
  1.367578  3.845046  4.637676  4.637057
  1.367969  3.846858  4.638294  4.637676
  1.368359  3.848670  4.638911  4.638294
  1.368750  3.850482  4.639527  4.638911
  1.369141  3.852294  4.640143  4.639527
  1.369531  3.854106  4.640757  4.640143
  1.369922  3.855919  4.641370  4.640757
  1.370313  3.857732  4.641983  4.641370
  1.370703  3.859546  4.642594  4.641983
  1.371094  3.861359  4.643205  4.642594
  1.371484  3.863173  4.643815  4.643205
  1.371875  3.864987  4.644423  4.643815
  1.372266  3.866801  4.645031  4.644423
  1.372656  3.868616  4.645638  4.645031
  1.373047  3.870430  4.646244  4.645638
  1.373438  3.872245  4.646849  4.646244
  1.373828  3.874060  4.647453  4.646849
  1.374219  3.875876  4.648056  4.647453
  1.374609  3.877691  4.648658  4.648056
  1.375000  3.879507  4.649259  4.648658
  1.375391  3.881323  4.649859  4.649259
  1.375781  3.883140  4.650458  4.649859
  1.376172  3.884956  4.651057  4.650458
  1.376563  3.886773  4.651654  4.651057
  1.376953  3.888590  4.652250  4.651654
  1.377344  3.890408  4.652846  4.652250
  1.377734  3.892225  4.653440  4.652846
  1.378125  3.894043  4.654034  4.653440
  1.378516  3.895861  4.654626  4.654034
  1.378906  3.897679  4.655218  4.654626
  1.379297  3.899497  4.655808  4.655218
  1.379688  3.901316  4.656398  4.655808
  1.380078  3.903135  4.656987  4.656398
  1.380469  3.904954  4.657575  4.656987
  1.380859  3.906773  4.658161  4.657575
  1.381250  3.908593  4.658747  4.658161
  1.381641  3.910413  4.659332  4.658747
  1.382031  3.912233  4.659916  4.659332
  1.382422  3.914053  4.660499  4.659916
  1.382813  3.915874  4.661081  4.660499
  1.383203  3.917694  4.661662  4.661081
  1.383594  3.919515  4.662242  4.661662
  1.383984  3.921337  4.662821  4.662242
  1.384375  3.923158  4.663399  4.662821
  1.384766  3.924980  4.663976  4.663399
  1.385156  3.926802  4.664552  4.663976
  1.385547  3.928624  4.665127  4.664552
  1.385938  3.930446  4.665702  4.665127
  1.386328  3.932269  4.666275  4.665702
  1.386719  3.934091  4.666847  4.666275
  1.387109  3.935914  4.667418  4.666847
  1.387500  3.937737  4.667989  4.667418
  1.387891  3.939561  4.668558  4.667989
  1.388281  3.941385  4.669126  4.668558
  1.388672  3.943208  4.669694  4.669126
  1.389063  3.945033  4.670260  4.669694
  1.389453  3.946857  4.670825  4.670260
  1.389844  3.948681  4.671390  4.670825
  1.390234  3.950506  4.671953  4.671390
  1.390625  3.952331  4.672516  4.671953
  1.391016  3.954156  4.673077  4.672516
  1.391406  3.955982  4.673637  4.673077
  1.391797  3.957807  4.674197  4.673637
  1.392188  3.959633  4.674755  4.674197
  1.392578  3.961459  4.675313  4.674755
  1.392969  3.963286  4.675869  4.675313
  1.393359  3.965112  4.676425  4.675869
  1.393750  3.966939  4.676979  4.676425
  1.394141  3.968766  4.677533  4.676979
  1.394531  3.970593  4.678085  4.677533
  1.394922  3.972420  4.678637  4.678085
  1.395313  3.974248  4.679187  4.678637
  1.395703  3.976076  4.679737  4.679187
  1.396094  3.977904  4.680285  4.679737
  1.396484  3.979732  4.680833  4.680285
  1.396875  3.981560  4.681380  4.680833
  1.397266  3.983389  4.681925  4.681380
  1.397656  3.985218  4.682470  4.681925
  1.398047  3.987047  4.683013  4.682470
  1.398438  3.988876  4.683556  4.683013
  1.398828  3.990706  4.684097  4.683556
  1.399219  3.992536  4.684638  4.684097
  1.399609  3.994366  4.685177  4.684638
  1.400000  3.996196  4.685716  4.685177
  1.400391  3.998026  4.686253  4.685716
  1.400781  3.999857  4.686789  4.686253
  1.401172  4.001687  4.687325  4.686789
  1.401563  4.003518  4.687859  4.687325
  1.401953  4.005350  4.688393  4.687859
  1.402344  4.007181  4.688925  4.688393
  1.402734  4.009013  4.689457  4.688925
  1.403125  4.010844  4.689987  4.689457
  1.403516  4.012676  4.690516  4.689987
  1.403906  4.014509  4.691045  4.690516
  1.404297  4.016341  4.691572  4.691045
  1.404688  4.018174  4.692098  4.691572
  1.405078  4.020007  4.692624  4.692098
  1.405469  4.021840  4.693148  4.692624
  1.405859  4.023673  4.693671  4.693148
  1.406250  4.025506  4.694193  4.693671
  1.406641  4.027340  4.694714  4.694193
  1.407031  4.029174  4.695235  4.694714
  1.407422  4.031008  4.695754  4.695235
  1.407813  4.032842  4.696272  4.695754
  1.408203  4.034677  4.696789  4.696272
  1.408594  4.036511  4.697305  4.696789
  1.408984  4.038346  4.697820  4.697305
  1.409375  4.040181  4.698334  4.697820
  1.409766  4.042017  4.698847  4.698334
  1.410156  4.043852  4.699359  4.698847
  1.410547  4.045688  4.699870  4.699359
  1.410938  4.047524  4.700379  4.699870
  1.411328  4.049360  4.700888  4.700379
  1.411719  4.051196  4.701396  4.700888
  1.412109  4.053033  4.701903  4.701396
  1.412500  4.054869  4.702408  4.701903
  1.412891  4.056706  4.702913  4.702408
  1.413281  4.058543  4.703417  4.702913
  1.413672  4.060381  4.703919  4.703417
  1.414063  4.062218  4.704421  4.703919
  1.414453  4.064056  4.704921  4.704421
  1.414844  4.065894  4.705421  4.704921
  1.415234  4.067732  4.705919  4.705421
  1.415625  4.069570  4.706416  4.705919
  1.416016  4.071408  4.706913  4.706416
  1.416406  4.073247  4.707408  4.706913
  1.416797  4.075086  4.707902  4.707408
  1.417188  4.076925  4.708395  4.707902
  1.417578  4.078764  4.708887  4.708395
  1.417969  4.080603  4.709378  4.708887
  1.418359  4.082443  4.709868  4.709378
  1.418750  4.084283  4.710357  4.709868
  1.419141  4.086123  4.710845  4.710357
  1.419531  4.087963  4.711332  4.710845
  1.419922  4.089803  4.711818  4.711332
  1.420313  4.091644  4.712303  4.711818
  1.420703  4.093485  4.712786  4.712303
  1.421094  4.095326  4.713269  4.712786
  1.421484  4.097167  4.713750  4.713269
  1.421875  4.099008  4.714231  4.713750
  1.422266  4.100849  4.714710  4.714231
  1.422656  4.102691  4.715188  4.714710
  1.423047  4.104533  4.715666  4.715188
  1.423438  4.106375  4.716142  4.715666
  1.423828  4.108217  4.716617  4.716142
  1.424219  4.110060  4.717091  4.716617
  1.424609  4.111902  4.717564  4.717091
  1.425000  4.113745  4.718036  4.717564
  1.425391  4.115588  4.718507  4.718036
  1.425781  4.117431  4.718977  4.718507
  1.426172  4.119275  4.719445  4.718977
  1.426563  4.121118  4.719913  4.719445
  1.426953  4.122962  4.720380  4.719913
  1.427344  4.124806  4.720845  4.720380
  1.427734  4.126650  4.721309  4.720845
  1.428125  4.128494  4.721773  4.721309
  1.428516  4.130339  4.722235  4.721773
  1.428906  4.132183  4.722696  4.722235
  1.429297  4.134028  4.723156  4.722696
  1.429688  4.135873  4.723615  4.723156
  1.430078  4.137718  4.724073  4.723615
  1.430469  4.139564  4.724530  4.724073
  1.430859  4.141409  4.724986  4.724530
  1.431250  4.143255  4.725440  4.724986
  1.431641  4.145101  4.725894  4.725440
  1.432031  4.146947  4.726346  4.725894
  1.432422  4.148793  4.726798  4.726346
  1.432813  4.150639  4.727248  4.726798
  1.433203  4.152486  4.727697  4.727248
  1.433594  4.154333  4.728145  4.727697
  1.433984  4.156180  4.728592  4.728145
  1.434375  4.158027  4.729038  4.728592
  1.434766  4.159874  4.729483  4.729038
  1.435156  4.161721  4.729927  4.729483
  1.435547  4.163569  4.730370  4.729927
  1.435938  4.165417  4.730811  4.730370
  1.436328  4.167265  4.731252  4.730811
  1.436719  4.169113  4.731691  4.731252
  1.437109  4.170961  4.732129  4.731691
  1.437500  4.172810  4.732566  4.732129
  1.437891  4.174658  4.733002  4.732566
  1.438281  4.176507  4.733437  4.733002
  1.438672  4.178356  4.733871  4.733437
  1.439063  4.180205  4.734304  4.733871
  1.439453  4.182055  4.734735  4.734304
  1.439844  4.183904  4.735166  4.734735
  1.440234  4.185754  4.735595  4.735166
  1.440625  4.187604  4.736024  4.735595
  1.441016  4.189454  4.736451  4.736024
  1.441406  4.191304  4.736877  4.736451
  1.441797  4.193154  4.737302  4.736877
  1.442188  4.195005  4.737726  4.737302
  1.442578  4.196855  4.738148  4.737726
  1.442969  4.198706  4.738570  4.738148
  1.443359  4.200557  4.738990  4.738570
  1.443750  4.202408  4.739410  4.738990
  1.444141  4.204260  4.739828  4.739410
  1.444531  4.206111  4.740245  4.739828
  1.444922  4.207963  4.740661  4.740245
  1.445313  4.209815  4.741076  4.740661
  1.445703  4.211667  4.741490  4.741076
  1.446094  4.213519  4.741902  4.741490
  1.446484  4.215371  4.742314  4.741902
  1.446875  4.217224  4.742724  4.742314
  1.447266  4.219076  4.743134  4.742724
  1.447656  4.220929  4.743542  4.743134
  1.448047  4.222782  4.743949  4.743542
  1.448438  4.224635  4.744355  4.743949
  1.448828  4.226488  4.744759  4.744355
  1.449219  4.228342  4.745163  4.744759
  1.449609  4.230195  4.745565  4.745163
  1.450000  4.232049  4.745967  4.745565
  1.450391  4.233903  4.746367  4.745967
  1.450781  4.235757  4.746766  4.746367
  1.451172  4.237611  4.747164  4.746766
  1.451563  4.239466  4.747561  4.747164
  1.451953  4.241320  4.747956  4.747561
  1.452344  4.243175  4.748351  4.747956
  1.452734  4.245030  4.748744  4.748351
  1.453125  4.246885  4.749137  4.748744
  1.453516  4.248740  4.749528  4.749137
  1.453906  4.250595  4.749918  4.749528
  1.454297  4.252451  4.750306  4.749918
  1.454688  4.254306  4.750694  4.750306
  1.455078  4.256162  4.751081  4.750694
  1.455469  4.258018  4.751466  4.751081
  1.455859  4.259874  4.751850  4.751466
  1.456250  4.261730  4.752233  4.751850
  1.456641  4.263586  4.752615  4.752233
  1.457031  4.265443  4.752996  4.752615
  1.457422  4.267299  4.753375  4.752996
  1.457813  4.269156  4.753754  4.753375
  1.458203  4.271013  4.754131  4.753754
  1.458594  4.272870  4.754507  4.754131
  1.458984  4.274727  4.754882  4.754507
  1.459375  4.276585  4.755256  4.754882
  1.459766  4.278442  4.755629  4.755256
  1.460156  4.280300  4.756000  4.755629
  1.460547  4.282158  4.756371  4.756000
  1.460938  4.284016  4.756740  4.756371
  1.461328  4.285874  4.757108  4.756740
  1.461719  4.287732  4.757475  4.757108
  1.462109  4.289591  4.757840  4.757475
  1.462500  4.291449  4.758205  4.757840
  1.462891  4.293308  4.758568  4.758205
  1.463281  4.295167  4.758930  4.758568
  1.463672  4.297026  4.759291  4.758930
  1.464063  4.298885  4.759651  4.759291
  1.464453  4.300744  4.760010  4.759651
  1.464844  4.302603  4.760367  4.760010
  1.465234  4.304463  4.760724  4.760367
  1.465625  4.306322  4.761079  4.760724
  1.466016  4.308182  4.761433  4.761079
  1.466406  4.310042  4.761785  4.761433
  1.466797  4.311902  4.762137  4.761785
  1.467188  4.313762  4.762487  4.762137
  1.467578  4.315623  4.762837  4.762487
  1.467969  4.317483  4.763185  4.762837
  1.468359  4.319344  4.763532  4.763185
  1.468750  4.321205  4.763877  4.763532
  1.469141  4.323066  4.764222  4.763877
  1.469531  4.324927  4.764565  4.764222
  1.469922  4.326788  4.764907  4.764565
  1.470313  4.328649  4.765248  4.764907
  1.470703  4.330510  4.765588  4.765248
  1.471094  4.332372  4.765927  4.765588
  1.471484  4.334234  4.766264  4.765927
  1.471875  4.336095  4.766600  4.766264
  1.472266  4.337957  4.766935  4.766600
  1.472656  4.339820  4.767269  4.766935
  1.473047  4.341682  4.767602  4.767269
  1.473438  4.343544  4.767933  4.767602
  1.473828  4.345407  4.768263  4.767933
  1.474219  4.347269  4.768592  4.768263
  1.474609  4.349132  4.768920  4.768592
  1.475000  4.350995  4.769247  4.768920
  1.475391  4.352858  4.769572  4.769247
  1.475781  4.354721  4.769897  4.769572
  1.476172  4.356584  4.770220  4.769897
  1.476563  4.358447  4.770541  4.770220
  1.476953  4.360311  4.770862  4.770541
  1.477344  4.362175  4.771181  4.770862
  1.477734  4.364038  4.771500  4.771181
  1.478125  4.365902  4.771817  4.771500
  1.478516  4.367766  4.772132  4.771817
  1.478906  4.369630  4.772447  4.772132
  1.479297  4.371495  4.772760  4.772447
  1.479688  4.373359  4.773073  4.772760
  1.480078  4.375223  4.773383  4.773073
  1.480469  4.377088  4.773693  4.773383
  1.480859  4.378953  4.774002  4.773693
  1.481250  4.380818  4.774309  4.774002
  1.481641  4.382682  4.774615  4.774309
  1.482031  4.384548  4.774920  4.774615
  1.482422  4.386413  4.775224  4.774920
  1.482813  4.388278  4.775526  4.775224
  1.483203  4.390144  4.775827  4.775526
  1.483594  4.392009  4.776127  4.775827
  1.483984  4.393875  4.776426  4.776127
  1.484375  4.395741  4.776723  4.776426
  1.484766  4.397606  4.777020  4.776723
  1.485156  4.399472  4.777315  4.777020
  1.485547  4.401339  4.777609  4.777315
  1.485938  4.403205  4.777901  4.777609
  1.486328  4.405071  4.778193  4.777901
  1.486719  4.406938  4.778483  4.778193
  1.487109  4.408804  4.778772  4.778483
  1.487500  4.410671  4.779059  4.778772
  1.487891  4.412538  4.779346  4.779059
  1.488281  4.414405  4.779631  4.779346
  1.488672  4.416272  4.779915  4.779631
  1.489063  4.418139  4.780198  4.779915
  1.489453  4.420006  4.780479  4.780198
  1.489844  4.421874  4.780760  4.780479
  1.490234  4.423741  4.781039  4.780760
  1.490625  4.425609  4.781316  4.781039
  1.491016  4.427476  4.781593  4.781316
  1.491406  4.429344  4.781868  4.781593
  1.491797  4.431212  4.782142  4.781868
  1.492188  4.433080  4.782415  4.782142
  1.492578  4.434948  4.782687  4.782415
  1.492969  4.436817  4.782957  4.782687
  1.493359  4.438685  4.783226  4.782957
  1.493750  4.440553  4.783494  4.783226
  1.494141  4.442422  4.783760  4.783494
  1.494531  4.444291  4.784026  4.783760
  1.494922  4.446159  4.784290  4.784026
  1.495313  4.448028  4.784553  4.784290
  1.495703  4.449897  4.784814  4.784553
  1.496094  4.451766  4.785075  4.784814
  1.496484  4.453635  4.785334  4.785075
  1.496875  4.455505  4.785591  4.785334
  1.497266  4.457374  4.785848  4.785591
  1.497656  4.459243  4.786103  4.785848
  1.498047  4.461113  4.786357  4.786103
  1.498438  4.462983  4.786610  4.786357
  1.498828  4.464852  4.786861  4.786610
  1.499219  4.466722  4.787112  4.786861
  1.499609  4.468592  4.787360  4.787112
  1.500000  4.470462  4.787608  4.787360
  1.500391  4.472333  4.787855  4.787608
  1.500781  4.474203  4.788100  4.787855
  1.501172  4.476073  4.788344  4.788100
  1.501563  4.477944  4.788586  4.788344
  1.501953  4.479814  4.788827  4.788586
  1.502344  4.481685  4.789068  4.788827
  1.502734  4.483555  4.789306  4.789068
  1.503125  4.485426  4.789544  4.789306
  1.503516  4.487297  4.789780  4.789544
  1.503906  4.489168  4.790015  4.789780
  1.504297  4.491039  4.790249  4.790015
  1.504688  4.492911  4.790481  4.790249
  1.505078  4.494782  4.790712  4.790481
  1.505469  4.496653  4.790942  4.790712
  1.505859  4.498525  4.791170  4.790942
  1.506250  4.500396  4.791398  4.791170
  1.506641  4.502268  4.791624  4.791398
  1.507031  4.504140  4.791848  4.791624
  1.507422  4.506011  4.792072  4.791848
  1.507813  4.507883  4.792294  4.792072
  1.508203  4.509755  4.792515  4.792294
  1.508594  4.511627  4.792734  4.792515
  1.508984  4.513500  4.792952  4.792734
  1.509375  4.515372  4.793169  4.792952
  1.509766  4.517244  4.793385  4.793169
  1.510156  4.519117  4.793599  4.793385
  1.510547  4.520989  4.793813  4.793599
  1.510938  4.522862  4.794024  4.793813
  1.511328  4.524734  4.794235  4.794024
  1.511719  4.526607  4.794444  4.794235
  1.512109  4.528480  4.794652  4.794444
  1.512500  4.530353  4.794858  4.794652
  1.512891  4.532226  4.795064  4.794858
  1.513281  4.534099  4.795268  4.795064
  1.513672  4.535972  4.795470  4.795268
  1.514063  4.537845  4.795672  4.795470
  1.514453  4.539719  4.795872  4.795672
  1.514844  4.541592  4.796070  4.795872
  1.515234  4.543465  4.796268  4.796070
  1.515625  4.545339  4.796464  4.796268
  1.516016  4.547213  4.796659  4.796464
  1.516406  4.549086  4.796852  4.796659
