Численные методы решения ОДУ первого порядка.
Вариант 2.
Лабораторная работа №3.
y' = f(x, y) = 2 * (2 - x) * y + 0.01 * exp(-x * x)
x = [1, 6]
y(А) = 10

По уточненному методу Эйлера. Время работы этого метода: 514

x		y
1.00555		10.1114
1.00558		10.112
1.00562		10.1126
1.00565		10.1133
1.00568		10.1139
1.00571		10.1145
1.00574		10.1151
1.00577		10.1157
1.0058		10.1163
1.00583		10.1169
1.00586		10.1176
1.00589		10.1182
1.00592		10.1188
1.00595		10.1194
1.00598		10.12
1.00601		10.1206
1.00604		10.1212
1.00607		10.1218
1.0061		10.1225
1.00613		10.1231
1.00616		10.1237
1.0062		10.1243
1.00623		10.1249
1.00626		10.1255
1.00629		10.1261
1.00632		10.1268
1.00635		10.1274
1.00638		10.128
1.00641		10.1286
1.00644		10.1292
1.00647		10.1298
1.0065		10.1304
1.00653		10.1311
1.00656		10.1317
1.00659		10.1323
1.00662		10.1329
1.00665		10.1335
1.00668		10.1341
1.00671		10.1348
1.00674		10.1354
1.00677		10.136
1.00681		10.1366
1.00684		10.1372
1.00687		10.1378
1.0069		10.1384
1.00693		10.1391
1.00696		10.1397
1.00699		10.1403
1.00702		10.1409
1.00705		10.1415
1.00708		10.1421
1.00711		10.1427
1.00714		10.1434
1.00717		10.144
1.0072		10.1446
1.00723		10.1452
1.00726		10.1458
1.00729		10.1464
1.00732		10.147
1.00735		10.1477
1.00739		10.1483
1.00742		10.1489
1.00745		10.1495
1.00748		10.1501
1.00751		10.1507
1.00754		10.1513
1.00757		10.152
1.0076		10.1526
1.00763		10.1532
1.00766		10.1538
1.00769		10.1544
1.00772		10.155
1.00775		10.1557
1.00778		10.1563
1.00781		10.1569
1.00784		10.1575
1.00787		10.1581
1.0079		10.1587
1.00793		10.1593
1.00797		10.16
1.008		10.1606
1.00803		10.1612
1.00806		10.1618
1.00809		10.1624
1.00812		10.163
1.00815		10.1637
1.00818		10.1643
1.00821		10.1649
1.00824		10.1655
1.00827		10.1661
1.0083		10.1667
1.00833		10.1673
1.00836		10.168
1.00839		10.1686
1.00842		10.1692
1.00845		10.1698
1.00848		10.1704
1.00851		10.171
1.00854		10.1717
1.00858		10.1723
1.00861		10.1729
1.00864		10.1735
1.00867		10.1741
1.0087		10.1747
1.00873		10.1753
1.00876		10.176
1.00879		10.1766
1.00882		10.1772
1.00885		10.1778
1.00888		10.1784
1.00891		10.179
1.00894		10.1797
1.00897		10.1803
1.009		10.1809
1.00903		10.1815
1.00906		10.1821
1.00909		10.1827
1.00912		10.1834
1.00916		10.184
1.00919		10.1846
1.00922		10.1852
1.00925		10.1858
1.00928		10.1864
1.00931		10.1871
1.00934		10.1877
1.00937		10.1883
1.0094		10.1889
1.00943		10.1895
1.00946		10.1901
1.00949		10.1907
1.00952		10.1914
1.00955		10.192
1.00958		10.1926
1.00961		10.1932
1.00964		10.1938
1.00967		10.1944
1.0097		10.1951
1.00974		10.1957
1.00977		10.1963
1.0098		10.1969
1.00983		10.1975
1.00986		10.1981
1.00989		10.1988
1.00992		10.1994
1.00995		10.2
1.00998		10.2006
1.01001		10.2012
1.01004		10.2018
1.01007		10.2025
1.0101		10.2031
1.01013		10.2037
1.01016		10.2043
1.01019		10.2049
1.01022		10.2055
1.01025		10.2062
1.01028		10.2068
1.01031		10.2074
1.01035		10.208
1.01038		10.2086
1.01041		10.2092
1.01044		10.2099
1.01047		10.2105
1.0105		10.2111
1.01053		10.2117
1.01056		10.2123
1.01059		10.2129
1.01062		10.2136
1.01065		10.2142
1.01068		10.2148
1.01071		10.2154
1.01074		10.216
1.01077		10.2166
1.0108		10.2173
1.01083		10.2179
1.01086		10.2185
1.01089		10.2191
1.01093		10.2197
1.01096		10.2203
1.01099		10.221
1.01102		10.2216
1.01105		10.2222
1.01108		10.2228
1.01111		10.2234
1.01114		10.2241
1.01117		10.2247
1.0112		10.2253
1.01123		10.2259
1.01126		10.2265
1.01129		10.2271
1.01132		10.2278
1.01135		10.2284
1.01138		10.229
1.01141		10.2296
1.01144		10.2302
1.01147		10.2308
1.01151		10.2315
1.01154		10.2321
1.01157		10.2327
1.0116		10.2333
1.01163		10.2339
1.01166		10.2345
1.01169		10.2352
1.01172		10.2358
1.01175		10.2364
1.01178		10.237
1.01181		10.2376
1.01184		10.2383
1.01187		10.2389
1.0119		10.2395
1.01193		10.2401
1.01196		10.2407
1.01199		10.2413
1.01202		10.242
1.01205		10.2426
1.01208		10.2432
1.01212		10.2438
1.01215		10.2444
1.01218		10.245
1.01221		10.2457
1.01224		10.2463
1.01227		10.2469
1.0123		10.2475
1.01233		10.2481
1.01236		10.2488
1.01239		10.2494
1.01242		10.25
1.01245		10.2506
1.01248		10.2512
1.01251		10.2518
1.01254		10.2525
1.01257		10.2531
1.0126		10.2537
1.01263		10.2543
1.01266		10.2549
1.0127		10.2556
1.01273		10.2562
1.01276		10.2568
1.01279		10.2574
1.01282		10.258
1.01285		10.2586
1.01288		10.2593
1.01291		10.2599
1.01294		10.2605
1.01297		10.2611
1.013		10.2617
1.01303		10.2624
1.01306		10.263
1.01309		10.2636
1.01312		10.2642
1.01315		10.2648
1.01318		10.2654
1.01321		10.2661
1.01324		10.2667
1.01328		10.2673
1.01331		10.2679
1.01334		10.2685
1.01337		10.2692
1.0134		10.2698
1.01343		10.2704
1.01346		10.271
1.01349		10.2716
1.01352		10.2722
1.01355		10.2729
1.01358		10.2735
1.01361		10.2741
1.01364		10.2747
1.01367		10.2753
1.0137		10.276
1.01373		10.2766
1.01376		10.2772
1.01379		10.2778
1.01382		10.2784
1.01385		10.2791
1.01389		10.2797
1.01392		10.2803
1.01395		10.2809
1.01398		10.2815
1.01401		10.2821
1.01404		10.2828
1.01407		10.2834
1.0141		10.284
1.01413		10.2846
1.01416		10.2852
1.01419		10.2859
1.01422		10.2865
1.01425		10.2871
1.01428		10.2877
1.01431		10.2883
1.01434		10.289
1.01437		10.2896
1.0144		10.2902
1.01443		10.2908
1.01447		10.2914
1.0145		10.2921
1.01453		10.2927
1.01456		10.2933
1.01459		10.2939
1.01462		10.2945
1.01465		10.2951
1.01468		10.2958
1.01471		10.2964
1.01474		10.297
1.01477		10.2976
1.0148		10.2982
1.01483		10.2989
1.01486		10.2995
1.01489		10.3001
1.01492		10.3007
1.01495		10.3013
1.01498		10.302
1.01501		10.3026
1.01505		10.3032
1.01508		10.3038
1.01511		10.3044
1.01514		10.3051
1.01517		10.3057
1.0152		10.3063
1.01523		10.3069
1.01526		10.3075
1.01529		10.3082
1.01532		10.3088
1.01535		10.3094
1.01538		10.31
1.01541		10.3106
1.01544		10.3113
1.01547		10.3119
1.0155		10.3125
1.01553		10.3131
1.01556		10.3137
1.01559		10.3144
1.01563		10.315
1.01566		10.3156
1.01569		10.3162
1.01572		10.3168
1.01575		10.3175
1.01578		10.3181
1.01581		10.3187
1.01584		10.3193
1.01587		10.3199
1.0159		10.3206
1.01593		10.3212
1.01596		10.3218
1.01599		10.3224
1.01602		10.323
1.01605		10.3237
1.01608		10.3243
1.01611		10.3249
1.01614		10.3255
1.01617		10.3261
1.0162		10.3268
1.01624		10.3274
1.01627		10.328
1.0163		10.3286
1.01633		10.3292
1.01636		10.3299
1.01639		10.3305
1.01642		10.3311
1.01645		10.3317
1.01648		10.3323
1.01651		10.333
1.01654		10.3336
1.01657		10.3342
1.0166		10.3348
1.01663		10.3354
1.01666		10.3361
1.01669		10.3367
1.01672		10.3373
1.01675		10.3379
1.01678		10.3385
1.01682		10.3392
1.01685		10.3398
1.01688		10.3404
1.01691		10.341
1.01694		10.3416
1.01697		10.3423
1.017		10.3429
1.01703		10.3435
1.01706		10.3441
1.01709		10.3447
1.01712		10.3454
1.01715		10.346
1.01718		10.3466
1.01721		10.3472
1.01724		10.3479
1.01727		10.3485
1.0173		10.3491
1.01733		10.3497
1.01736		10.3503
1.0174		10.351
1.01743		10.3516
1.01746		10.3522
1.01749		10.3528
1.01752		10.3534
1.01755		10.3541
1.01758		10.3547
1.01761		10.3553
1.01764		10.3559
1.01767		10.3565
1.0177		10.3572
1.01773		10.3578
1.01776		10.3584
1.01779		10.359
1.01782		10.3596
1.01785		10.3603
1.01788		10.3609
1.01791		10.3615
1.01794		10.3621
1.01797		10.3628
1.01801		10.3634
1.01804		10.364
1.01807		10.3646
1.0181		10.3652
1.01813		10.3659
1.01816		10.3665
1.01819		10.3671
1.01822		10.3677
1.01825		10.3683
1.01828		10.369
1.01831		10.3696
1.01834		10.3702
1.01837		10.3708
1.0184		10.3715
1.01843		10.3721
1.01846		10.3727
1.01849		10.3733
1.01852		10.3739
1.01855		10.3746
1.01859		10.3752
1.01862		10.3758
1.01865		10.3764
1.01868		10.377
1.01871		10.3777
1.01874		10.3783
1.01877		10.3789
1.0188		10.3795
1.01883		10.3802
1.01886		10.3808
1.01889		10.3814
1.01892		10.382
1.01895		10.3826
1.01898		10.3833
1.01901		10.3839
1.01904		10.3845
1.01907		10.3851
1.0191		10.3858
1.01913		10.3864
1.01917		10.387
1.0192		10.3876
1.01923		10.3882
1.01926		10.3889
1.01929		10.3895
1.01932		10.3901
1.01935		10.3907
1.01938		10.3914
1.01941		10.392
1.01944		10.3926
1.01947		10.3932
1.0195		10.3938
1.01953		10.3945
1.01956		10.3951
1.01959		10.3957
1.01962		10.3963
1.01965		10.3969
1.01968		10.3976
1.01971		10.3982
1.01974		10.3988
1.01978		10.3994
1.01981		10.4001
1.01984		10.4007
1.01987		10.4013
1.0199		10.4019
1.01993		10.4026
1.01996		10.4032
1.01999		10.4038
1.02002		10.4044
1.02005		10.405
1.02008		10.4057
1.02011		10.4063
1.02014		10.4069
1.02017		10.4075
1.0202		10.4082
1.02023		10.4088
1.02026		10.4094
1.02029		10.41
1.02032		10.4106
1.02036		10.4113
1.02039		10.4119
1.02042		10.4125
1.02045		10.4131
1.02048		10.4138
1.02051		10.4144
1.02054		10.415
1.02057		10.4156
1.0206		10.4162
1.02063		10.4169
1.02066		10.4175
1.02069		10.4181
1.02072		10.4187
1.02075		10.4194
1.02078		10.42
1.02081		10.4206
1.02084		10.4212
1.02087		10.4219
1.0209		10.4225
1.02094		10.4231
1.02097		10.4237
1.021		10.4243
1.02103		10.425
1.02106		10.4256
1.02109		10.4262
1.02112		10.4268
1.02115		10.4275
1.02118		10.4281
1.02121		10.4287
1.02124		10.4293
1.02127		10.43
1.0213		10.4306
1.02133		10.4312
1.02136		10.4318
1.02139		10.4324
1.02142		10.4331
1.02145		10.4337
1.02148		10.4343
1.02151		10.4349
1.02155		10.4356
1.02158		10.4362
1.02161		10.4368
1.02164		10.4374
1.02167		10.4381
1.0217		10.4387
1.02173		10.4393
1.02176		10.4399
1.02179		10.4405
1.02182		10.4412
1.02185		10.4418
1.02188		10.4424
1.02191		10.443
1.02194		10.4437
1.02197		10.4443
1.022		10.4449
1.02203		10.4455
1.02206		10.4462
1.02209		10.4468
1.02213		10.4474
1.02216		10.448
1.02219		10.4487
1.02222		10.4493
1.02225		10.4499
1.02228		10.4505
1.02231		10.4511
1.02234		10.4518
1.02237		10.4524
1.0224		10.453
1.02243		10.4536
1.02246		10.4543
1.02249		10.4549
1.02252		10.4555
1.02255		10.4561
1.02258		10.4568
1.02261		10.4574
1.02264		10.458
1.02267		10.4586
1.02271		10.4593
1.02274		10.4599
1.02277		10.4605
1.0228		10.4611
1.02283		10.4618
1.02286		10.4624
1.02289		10.463
1.02292		10.4636
1.02295		10.4643
1.02298		10.4649
1.02301		10.4655
1.02304		10.4661
1.02307		10.4667
1.0231		10.4674
1.02313		10.468
1.02316		10.4686
1.02319		10.4692
1.02322		10.4699
1.02325		10.4705
1.02328		10.4711
1.02332		10.4717
1.02335		10.4724
1.02338		10.473
1.02341		10.4736
1.02344		10.4742
1.02347		10.4749
1.0235		10.4755
1.02353		10.4761
1.02356		10.4767
1.02359		10.4774
1.02362		10.478
1.02365		10.4786
1.02368		10.4792
1.02371		10.4799
1.02374		10.4805
1.02377		10.4811
1.0238		10.4817
1.02383		10.4824
1.02386		10.483
1.0239		10.4836
1.02393		10.4842
1.02396		10.4849
1.02399		10.4855
1.02402		10.4861
1.02405		10.4867
1.02408		10.4874
1.02411		10.488
1.02414		10.4886
1.02417		10.4892
1.0242		10.4899
1.02423		10.4905
1.02426		10.4911
1.02429		10.4917
1.02432		10.4924
1.02435		10.493
1.02438		10.4936
1.02441		10.4942
1.02444		10.4949
1.02448		10.4955
1.02451		10.4961
1.02454		10.4967
1.02457		10.4974
1.0246		10.498
1.02463		10.4986
1.02466		10.4992
1.02469		10.4999
1.02472		10.5005
1.02475		10.5011
1.02478		10.5017
1.02481		10.5024
1.02484		10.503
1.02487		10.5036
1.0249		10.5042
1.02493		10.5049
1.02496		10.5055
1.02499		10.5061
1.02502		10.5067
1.02505		10.5074
1.02509		10.508
1.02512		10.5086
1.02515		10.5092
1.02518		10.5099
1.02521		10.5105
1.02524		10.5111
1.02527		10.5117
1.0253		10.5124
1.02533		10.513
1.02536		10.5136
1.02539		10.5142
1.02542		10.5149
1.02545		10.5155
1.02548		10.5161
1.02551		10.5167
1.02554		10.5174
1.02557		10.518
1.0256		10.5186
1.02563		10.5192
1.02567		10.5199
1.0257		10.5205
1.02573		10.5211
1.02576		10.5217
1.02579		10.5224
1.02582		10.523
1.02585		10.5236
1.02588		10.5243
1.02591		10.5249
1.02594		10.5255
1.02597		10.5261
1.026		10.5268
1.02603		10.5274
1.02606		10.528
1.02609		10.5286
1.02612		10.5293
1.02615		10.5299
1.02618		10.5305
1.02621		10.5311
1.02625		10.5318
1.02628		10.5324
1.02631		10.533
1.02634		10.5336
1.02637		10.5343
1.0264		10.5349
1.02643		10.5355
1.02646		10.5361
1.02649		10.5368
1.02652		10.5374
1.02655		10.538
1.02658		10.5386
1.02661		10.5393
1.02664		10.5399
1.02667		10.5405
1.0267		10.5412
1.02673		10.5418
1.02676		10.5424
1.02679		10.543
1.02682		10.5437
1.02686		10.5443
1.02689		10.5449
1.02692		10.5455
1.02695		10.5462
1.02698		10.5468
1.02701		10.5474
1.02704		10.548
1.02707		10.5487
1.0271		10.5493
1.02713		10.5499
1.02716		10.5506
1.02719		10.5512
1.02722		10.5518
1.02725		10.5524
1.02728		10.5531
1.02731		10.5537
1.02734		10.5543
1.02737		10.5549
1.0274		10.5556
1.02744		10.5562
1.02747		10.5568
1.0275		10.5574
1.02753		10.5581
1.02756		10.5587
1.02759		10.5593
1.02762		10.56
1.02765		10.5606
1.02768		10.5612
1.02771		10.5618
1.02774		10.5625
1.02777		10.5631
1.0278		10.5637
1.02783		10.5643
1.02786		10.565
1.02789		10.5656
1.02792		10.5662
1.02795		10.5668
1.02798		10.5675
1.02802		10.5681
1.02805		10.5687
1.02808		10.5694
1.02811		10.57
1.02814		10.5706
1.02817		10.5712
1.0282		10.5719
1.02823		10.5725
1.02826		10.5731
1.02829		10.5737
1.02832		10.5744
1.02835		10.575
1.02838		10.5756
1.02841		10.5763
1.02844		10.5769
1.02847		10.5775
1.0285		10.5781
1.02853		10.5788
1.02856		10.5794
1.02859		10.58
1.02863		10.5806
1.02866		10.5813
1.02869		10.5819
1.02872		10.5825
1.02875		10.5832
1.02878		10.5838
1.02881		10.5844
1.02884		10.585
1.02887		10.5857
1.0289		10.5863
1.02893		10.5869
1.02896		10.5875
1.02899		10.5882
1.02902		10.5888
1.02905		10.5894
1.02908		10.5901
1.02911		10.5907
1.02914		10.5913
1.02917		10.5919
1.02921		10.5926
1.02924		10.5932
1.02927		10.5938
1.0293		10.5945
1.02933		10.5951
1.02936		10.5957
1.02939		10.5963
1.02942		10.597
1.02945		10.5976
1.02948		10.5982
1.02951		10.5988
1.02954		10.5995
1.02957		10.6001
1.0296		10.6007
1.02963		10.6014
1.02966		10.602
1.02969		10.6026
1.02972		10.6032
1.02975		10.6039
1.02979		10.6045
1.02982		10.6051
1.02985		10.6058
1.02988		10.6064
1.02991		10.607
1.02994		10.6076
1.02997		10.6083
1.03		10.6089
1.03003		10.6095
1.03006		10.6102
1.03009		10.6108
1.03012		10.6114
1.03015		10.612
1.03018		10.6127
1.03021		10.6133
1.03024		10.6139
1.03027		10.6146
1.0303		10.6152
1.03033		10.6158
1.03036		10.6164
1.0304		10.6171
1.03043		10.6177
1.03046		10.6183
1.03049		10.619
1.03052		10.6196
1.03055		10.6202
1.03058		10.6208
1.03061		10.6215
1.03064		10.6221
1.03067		10.6227
1.0307		10.6234
1.03073		10.624
1.03076		10.6246
1.03079		10.6252
1.03082		10.6259
1.03085		10.6265
1.03088		10.6271
1.03091		10.6278
1.03094		10.6284
1.03098		10.629
1.03101		10.6296
1.03104		10.6303
1.03107		10.6309
1.0311		10.6315
1.03113		10.6322
1.03116		10.6328
1.03119		10.6334
1.03122		10.634
1.03125		10.6347
1.03128		10.6353
1.03131		10.6359
1.03134		10.6366
1.03137		10.6372
1.0314		10.6378
1.03143		10.6384
1.03146		10.6391
1.03149		10.6397
1.03152		10.6403
1.03156		10.641
1.03159		10.6416
1.03162		10.6422
1.03165		10.6428
1.03168		10.6435
1.03171		10.6441
1.03174		10.6447
1.03177		10.6454
1.0318		10.646
1.03183		10.6466
1.03186		10.6473
1.03189		10.6479
1.03192		10.6485
1.03195		10.6491
1.03198		10.6498
1.03201		10.6504
1.03204		10.651
1.03207		10.6517
1.0321		10.6523
1.03214		10.6529
1.03217		10.6535
1.0322		10.6542
1.03223		10.6548
1.03226		10.6554
1.03229		10.6561
1.03232		10.6567
1.03235		10.6573
1.03238		10.658
1.03241		10.6586
1.03244		10.6592
1.03247		10.6598
1.0325		10.6605
1.03253		10.6611
1.03256		10.6617
1.03259		10.6624
1.03262		10.663
1.03265		10.6636
1.03268		10.6642
1.03271		10.6649
1.03275		10.6655
1.03278		10.6661
1.03281		10.6668
1.03284		10.6674
1.03287		10.668
1.0329		10.6687
1.03293		10.6693
1.03296		10.6699
1.03299		10.6705
1.03302		10.6712
1.03305		10.6718
1.03308		10.6724
1.03311		10.6731
1.03314		10.6737
1.03317		10.6743
1.0332		10.675
1.03323		10.6756
1.03326		10.6762
1.03329		10.6768
1.03333		10.6775
1.03336		10.6781
1.03339		10.6787
1.03342		10.6794
1.03345		10.68
1.03348		10.6806
1.03351		10.6813
1.03354		10.6819
1.03357		10.6825
1.0336		10.6831
1.03363		10.6838
1.03366		10.6844
1.03369		10.685
1.03372		10.6857
1.03375		10.6863
1.03378		10.6869
1.03381		10.6876
1.03384		10.6882
1.03387		10.6888
1.03391		10.6894
1.03394		10.6901
1.03397		10.6907
1.034		10.6913
1.03403		10.692
1.03406		10.6926
1.03409		10.6932
1.03412		10.6939
1.03415		10.6945
1.03418		10.6951
1.03421		10.6958
1.03424		10.6964
1.03427		10.697
1.0343		10.6976
1.03433		10.6983
1.03436		10.6989
1.03439		10.6995
1.03442		10.7002
1.03445		10.7008
1.03448		10.7014
1.03452		10.7021
1.03455		10.7027
1.03458		10.7033
1.03461		10.704
1.03464		10.7046
1.03467		10.7052
1.0347		10.7058
1.03473		10.7065
1.03476		10.7071
1.03479		10.7077
1.03482		10.7084
1.03485		10.709
1.03488		10.7096
1.03491		10.7103
1.03494		10.7109
1.03497		10.7115
1.035		10.7122
1.03503		10.7128
1.03506		10.7134
1.0351		10.714
1.03513		10.7147
1.03516		10.7153
1.03519		10.7159
1.03522		10.7166
1.03525		10.7172
1.03528		10.7178
1.03531		10.7185
1.03534		10.7191
1.03537		10.7197
1.0354		10.7204
1.03543		10.721
1.03546		10.7216
1.03549		10.7223
1.03552		10.7229
1.03555		10.7235
1.03558		10.7241
1.03561		10.7248
1.03564		10.7254
1.03568		10.726
1.03571		10.7267
1.03574		10.7273
1.03577		10.7279
1.0358		10.7286
1.03583		10.7292
1.03586		10.7298
1.03589		10.7305
1.03592		10.7311
1.03595		10.7317
1.03598		10.7324
1.03601		10.733
1.03604		10.7336
1.03607		10.7343
1.0361		10.7349
1.03613		10.7355
1.03616		10.7361
1.03619		10.7368
1.03622		10.7374
1.03625		10.738
1.03629		10.7387
1.03632		10.7393
1.03635		10.7399
1.03638		10.7406
1.03641		10.7412
1.03644		10.7418
1.03647		10.7425
1.0365		10.7431
1.03653		10.7437
1.03656		10.7444
1.03659		10.745
1.03662		10.7456
1.03665		10.7463
1.03668		10.7469
1.03671		10.7475
1.03674		10.7482
1.03677		10.7488
1.0368		10.7494
1.03683		10.75
1.03687		10.7507
1.0369		10.7513
1.03693		10.7519
1.03696		10.7526
1.03699		10.7532
1.03702		10.7538
1.03705		10.7545
1.03708		10.7551
1.03711		10.7557
1.03714		10.7564
1.03717		10.757
1.0372		10.7576
1.03723		10.7583
1.03726		10.7589
1.03729		10.7595
1.03732		10.7602
1.03735		10.7608
1.03738		10.7614
1.03741		10.7621
1.03745		10.7627
1.03748		10.7633
1.03751		10.764
1.03754		10.7646
1.03757		10.7652
1.0376		10.7659
1.03763		10.7665
1.03766		10.7671
1.03769		10.7678
1.03772		10.7684
1.03775		10.769
1.03778		10.7697
1.03781		10.7703
1.03784		10.7709
1.03787		10.7715
1.0379		10.7722
1.03793		10.7728
1.03796		10.7734
1.03799		10.7741
1.03802		10.7747
1.03806		10.7753
1.03809		10.776
1.03812		10.7766
1.03815		10.7772
1.03818		10.7779
1.03821		10.7785
1.03824		10.7791
1.03827		10.7798
1.0383		10.7804
1.03833		10.781
1.03836		10.7817
1.03839		10.7823
1.03842		10.7829
1.03845		10.7836
1.03848		10.7842
1.03851		10.7848
1.03854		10.7855
1.03857		10.7861
1.0386		10.7867
1.03864		10.7874
1.03867		10.788
1.0387		10.7886
1.03873		10.7893
1.03876		10.7899
1.03879		10.7905
1.03882		10.7912
1.03885		10.7918
1.03888		10.7924
1.03891		10.7931
1.03894		10.7937
1.03897		10.7943
1.039		10.795
1.03903		10.7956
1.03906		10.7962
1.03909		10.7969
1.03912		10.7975
1.03915		10.7981
1.03918		10.7988
1.03922		10.7994
1.03925		10.8
1.03928		10.8007
1.03931		10.8013
1.03934		10.8019
1.03937		10.8026
1.0394		10.8032
1.03943		10.8038
1.03946		10.8045
1.03949		10.8051
1.03952		10.8057
1.03955		10.8064
1.03958		10.807
1.03961		10.8076
1.03964		10.8083
1.03967		10.8089
1.0397		10.8095
1.03973		10.8102
1.03976		10.8108
1.03979		10.8114
1.03983		10.8121
1.03986		10.8127
1.03989		10.8133
1.03992		10.814
1.03995		10.8146
1.03998		10.8152
1.04001		10.8159
1.04004		10.8165
1.04007		10.8171
1.0401		10.8178
1.04013		10.8184
1.04016		10.819
1.04019		10.8197
1.04022		10.8203
1.04025		10.8209
1.04028		10.8216
1.04031		10.8222
1.04034		10.8228
1.04037		10.8235
1.04041		10.8241
1.04044		10.8248
1.04047		10.8254
1.0405		10.826
1.04053		10.8267
1.04056		10.8273
1.04059		10.8279
1.04062		10.8286
1.04065		10.8292
1.04068		10.8298
1.04071		10.8305
1.04074		10.8311
1.04077		10.8317
1.0408		10.8324
1.04083		10.833
1.04086		10.8336
1.04089		10.8343
1.04092		10.8349
1.04095		10.8355
1.04099		10.8362
1.04102		10.8368
1.04105		10.8374
1.04108		10.8381
1.04111		10.8387
1.04114		10.8393
1.04117		10.84
1.0412		10.8406
1.04123		10.8412
1.04126		10.8419
1.04129		10.8425
1.04132		10.8431
1.04135		10.8438
1.04138		10.8444
1.04141		10.8451
1.04144		10.8457
1.04147		10.8463
1.0415		10.847
1.04153		10.8476
1.04156		10.8482
1.0416		10.8489
1.04163		10.8495
1.04166		10.8501
1.04169		10.8508
1.04172		10.8514
1.04175		10.852
1.04178		10.8527
1.04181		10.8533
1.04184		10.8539
1.04187		10.8546
1.0419		10.8552
1.04193		10.8558
1.04196		10.8565
1.04199		10.8571
1.04202		10.8577
1.04205		10.8584
1.04208		10.859
1.04211		10.8597
1.04214		10.8603
1.04218		10.8609
1.04221		10.8616
1.04224		10.8622
1.04227		10.8628
1.0423		10.8635
1.04233		10.8641
1.04236		10.8647
1.04239		10.8654
1.04242		10.866
